date,"Precipitation (total, 30 min) [mm]","Absolute humidity (mean, 30 min) [gm-3]","Relative humidity (mean, 30 min) [%]","Air temperature (mean, 30 min) [Deg Celsius]","Atmospheric pressure (mean, 30 min) [hPa]","Wind direction (mean, 30 min) [Degrees]","Wind speed (mean, 30 min) [ms-1]",Snow distance corrected [mm],COSMOS sensor VWC [%],d86 75m (1 hour) [cm],Soil heat flux 1 [Wm-2],Soil heat flux 2 [Wm-2],Soil temperature profile (2 cm depth) [Deg Celsius],Soil temperature profile (5 cm depth) [Deg Celsius],Soil temperature profile (10 cm depth) [Deg Celsius],Soil temperature profile (20 cm depth) [Deg Celsius],Soil temperature profile (50 cm depth) [Deg Celsius],Soil temperature 1 [Deg Celsius],Soil temperature 2 [Deg Celsius],Soil moisture content (nominal depth 10cm) [%],Soil moisture content (nominal depth 10cm) [%],Potential evaporation (1 hour) [mm]
2021-01-25 4:00,0,3.625,86.7,-2.132,993.3277,259.62144,1.53,,,,-15.70049,-23.88155,1.339,1.837,2.528,3.471,5.19,2.68,3.07,41.6,44.53,-0.01705
2021-01-25 4:30,0,3.612,88,-2.398,993.3649,251.54022,1.511,,,,-15.65509,-23.7619,1.324,1.819,2.51,3.456,5.184,2.66,3.06,41.6,44.53,
2021-01-25 5:00,0,3.637,87.4,-2.201,993.5172,261.14258,1.43,,50.8,16.2008,-15.61924,-23.82985,1.314,1.81,2.499,3.447,5.183,2.65,3.04,41.54,44.59,-0.01767
2021-01-25 5:30,0,3.714,88.5,-2.079,993.6688,266.32098,1.135,,,,-15.58785,-24.06273,1.29,1.787,2.478,3.426,5.172,2.64,3.01,41.76,44.41,
2021-01-25 6:00,0,3.742,89.5,-2.135,993.5738,261.83215,0.969,,44.1,17.18006,-15.56359,-24.42721,1.262,1.765,2.457,3.404,5.162,2.61,3,41.32,44.53,-0.01991
2021-01-25 6:30,0,3.848,91,-1.973,993.761,252.63011,0.749,,,,-15.56124,-24.71589,1.238,1.74,2.437,3.39,5.154,2.59,2.98,41.6,44.53,
2021-01-25 7:00,0,3.912,91.3,-1.783,993.9299,262.17092,0.986,,55.1,15.6758,-15.5062,-24.76184,1.232,1.731,2.425,3.38,5.153,2.57,2.97,41.43,44.53,-0.02168
2021-01-25 7:30,0,3.921,92.8,-1.984,994.0033,257.39139,1.237,,,,-15.41287,-24.55753,1.222,1.71,2.404,3.364,5.144,2.56,2.94,41.49,44.53,
2021-01-25 8:00,0,3.947,94.1,-2.087,994.2883,260.08347,0.946,,50.1,16.29318,-15.35694,-24.6397,1.202,1.698,2.39,3.348,5.138,2.56,2.91,41.76,44.41,-0.01896
2021-01-25 8:30,0,4.177,95,-1.413,994.5683,279.56847,0.437,,,,-15.3499,-24.62638,1.182,1.682,2.374,3.337,5.135,2.52,2.9,41.32,44.41,
2021-01-25 9:00,0,4.366,91.8,-0.283,994.8288,253.73791,1.316,,39.8,17.94275,-15.2059,-23.80544,1.183,1.668,2.35,3.317,5.129,2.51,2.88,41.54,44.53,-0.00831
2021-01-25 9:30,0,4.55,90.4,0.54,994.9399,250.07959,1.631,,,,-14.94804,-22.86749,1.187,1.654,2.319,3.283,5.114,2.5,2.87,41.6,44.64,
2021-01-25 10:00,0,4.734,90.2,1.151,995.0738,232.4163,1.251,,45.3,16.98775,-14.65787,-22.03061,1.21,1.659,2.308,3.266,5.108,2.49,2.84,41.32,44.99,0.02027
2021-01-25 10:30,0,4.877,85.9,2.309,995.3072,223.05789,1.195,,,,-14.37838,-21.24931,1.238,1.664,2.292,3.25,5.097,2.48,2.83,41.54,44.41,
2021-01-25 11:00,0,5.082,81.5,3.704,995.7366,230.51217,1.628,,46.4,16.81844,-14.10287,-20.26198,1.288,1.682,2.29,3.242,5.091,2.47,2.84,41.16,44.35,0.047
2021-01-25 11:30,0,5.005,73.67,4.996,996.035,237.81527,1.933,,,,-13.85565,-18.92636,1.365,1.72,2.31,3.236,5.084,2.46,2.84,41.49,44.59,
2021-01-25 12:00,0,5.192,71.53,6.002,996.2338,274.58548,2.354,,51.4,16.12325,-13.60453,-16.5993,1.494,1.779,2.325,3.227,5.076,2.46,2.83,41.54,44.35,0.0714
2021-01-25 12:30,0,5.287,71.12,6.366,996.5656,273.3382,2.219,,,,-13.30578,-13.20107,1.673,1.874,2.351,3.219,5.068,2.46,2.85,41.54,44.41,
2021-01-25 13:00,0,5.278,71.11,6.342,996.6894,284.17271,1.991,,44.4,17.13121,-12.86215,-11.14609,1.856,1.985,2.384,3.209,5.054,2.46,2.87,41.16,44.35,0.07783
2021-01-25 13:30,0,5.3,69.91,6.667,996.8811,274.00569,2.29,,,,-12.1528,-9.29544,2.054,2.116,2.438,3.201,5.048,2.46,2.9,41.27,44.76,
2021-01-25 14:00,0,5.209,70.61,6.247,997.2711,277.65976,2.399,,47.4,16.67,-11.0706,-7.8087,2.233,2.244,2.49,3.196,5.031,2.48,2.95,41.21,44.59,0.06602
2021-01-25 14:30,0,5.094,72.61,5.483,997.6371,279.97833,2.016,,,,-10.24007,-8.45745,2.306,2.35,2.559,3.21,5.027,2.49,3,41.27,44.76,
2021-01-25 15:00,0,5.133,72.85,5.549,998.0749,276.76551,1.787,,53.2,15.8992,-9.66757,-8.94709,2.324,2.405,2.616,3.222,5.02,2.49,3.02,41.1,44.35,0.03063
2021-01-25 15:30,0,5.186,72.69,5.738,998.4527,271.29243,2.06,,,,-8.75341,-8.30989,2.384,2.452,2.661,3.232,5.01,2.51,3.07,41.27,44.24,
2021-01-25 16:00,0,5.035,74.29,4.958,998.8972,273.73401,1.755,,49.9,16.31996,-7.6097,-8.27739,2.468,2.529,2.717,3.257,5.011,2.54,3.1,41.76,44.7,0.01778
2021-01-25 16:30,0,4.939,75.6,4.404,999.3083,259.58486,1.756,,,,-7.53554,-9.61383,2.462,2.566,2.753,3.268,5,2.56,3.13,41.32,44.35,
2021-01-25 17:00,0,4.827,76.34,3.913,999.6505,263.6095,1.401,,,,-8.27185,-10.59203,2.424,2.576,2.791,3.286,4.995,2.59,3.15,41.27,44.35,-0.01649
2021-01-25 17:30,0,4.752,79.39,3.095,1000.024,269.01044,1.308,,,,-8.85328,-11.43695,2.374,2.562,2.813,3.307,4.99,2.63,3.17,41.32,44.3,
2021-01-25 18:00,0,4.749,83.1,2.407,1000.455,270.92014,1.308,,49.4,16.38768,-9.2319,-12.06226,2.324,2.54,2.825,3.321,4.98,2.64,3.17,41.71,44.41,-0.02463
2021-01-25 18:30,0,4.763,85.8,1.976,1000.782,260.50927,1.103,,,,-9.50861,-12.87949,2.273,2.51,2.819,3.327,4.965,2.66,3.18,41.87,44.35,
2021-01-25 19:00,0,4.736,87.1,1.671,1001.11,267.30084,1.217,,41.6,17.60851,-9.76744,-13.46346,2.251,2.506,2.838,3.356,4.975,2.66,3.19,41.6,44.35,-0.02701
2021-01-25 19:30,0,4.707,88.7,1.315,1001.553,262.52517,1.247,,,,-10.04336,-14.50158,2.202,2.474,2.825,3.358,4.958,2.68,3.18,41.21,44.41,
2021-01-25 20:00,0,4.727,88.2,1.459,1001.898,274.21364,1.208,,48.4,16.52649,-10.36704,-14.99403,2.158,2.45,2.821,3.365,4.952,2.69,3.18,41.27,44.35,-0.02614
2021-01-25 20:30,0,4.674,88.2,1.295,1002.231,265.91438,1.448,,,,-10.65017,-14.65586,2.142,2.433,2.821,3.38,4.954,2.69,3.17,41.71,44.35,
2021-01-25 21:00,0,4.636,88.3,1.157,1002.623,267.46292,1.24,,50.1,16.29318,-10.91411,-15.05418,2.107,2.41,2.809,3.379,4.943,2.7,3.17,41.54,44.41,-0.02417
2021-01-25 21:30,0,4.614,87.8,1.172,1002.977,271.56481,1.291,,,,-11.1435,-14.59508,2.072,2.381,2.794,3.373,4.929,2.72,3.17,41.49,44.3,
2021-01-25 22:00,0,4.57,87.4,1.096,1003.141,271.88729,1.504,,61.2,15.03725,-11.31614,-14.64541,2.05,2.365,2.786,3.376,4.925,2.72,3.15,41.54,44.35,-0.02112
2021-01-25 22:30,0,4.551,87,1.104,1003.259,271.16826,1.402,,,,-11.47071,-14.81321,2.025,2.348,2.778,3.38,4.921,2.72,3.15,41.54,44.35,
2021-01-25 23:00,0,4.541,86.1,1.224,1003.522,277.99811,1.567,,44.3,17.14744,-11.63096,-15.02292,2.003,2.329,2.769,3.382,4.917,2.73,3.15,41.49,44.35,-0.02009
2021-01-25 23:30,0,4.582,85,1.543,1003.603,281.14806,1.38,,,,-11.78555,-15.29647,1.974,2.307,2.756,3.379,4.911,2.73,3.13,41.43,44.35,
2021-01-26 0:00,0,4.619,83.8,1.872,1003.662,281.20664,1.622,,53.7,15.83915,-11.8075,-14.74027,1.959,2.29,2.743,3.371,4.902,2.72,3.12,41.71,44.3,-0.01482
2021-01-26 0:30,0,4.629,85,1.693,1003.88,287.89949,1.776,,,,-11.17766,-13.92084,1.839,2.186,2.68,3.37,4.9,2.73,3.1,41.54,44.35,
2021-01-26 1:00,0,4.647,87.8,1.275,1003.958,273.01472,1.636,,44.6,17.09894,-11.30348,-13.86731,1.949,2.273,2.727,3.368,4.897,2.72,3.1,41.49,44.35,-0.01412
2021-01-26 1:30,0,4.593,89.2,0.872,1004.203,268.61854,1.312,,,,-11.62029,-15.09725,1.94,2.269,2.727,3.372,4.902,2.73,3.1,41.27,44.35,
2021-01-26 2:00,0,4.512,91.1,0.306,1004.488,275.11226,0.623,,41.7,17.5906,-11.85542,-16.71296,1.882,2.248,2.719,3.373,4.901,2.72,3.1,41.76,44.35,-0.01957
2021-01-26 2:30,0,4.55,92.8,0.16,1004.643,304.47922,0.389,,,,-12.37966,-17.74762,1.797,2.197,2.696,3.359,4.888,2.72,3.08,41.27,44.3,
2021-01-26 3:00,0,4.544,93.2,0.076,1004.793,307.25223,0.387,,43.1,17.34675,-12.73221,-17.62579,1.771,2.167,2.683,3.361,4.891,2.72,3.07,41.16,44.35,-0.01441
2021-01-26 3:30,0,4.514,93.7,-0.096,1004.905,60.38519,0.341,,,,-12.78229,-17.72076,1.749,2.144,2.666,3.359,4.891,2.72,3.06,41.49,44.41,
2021-01-26 4:00,0,4.562,94.5,-0.068,1004.909,76.56518,0.558,,60.7,15.08554,-12.96651,-18.26713,1.705,2.115,2.642,3.349,4.886,2.7,3.05,41.27,44.35,-0.01702
2021-01-26 4:30,0,4.499,94.8,-0.313,1004.914,52.82497,0.571,,,,-13.20532,-18.5183,1.666,2.078,2.621,3.336,4.878,2.69,3.05,41.6,44.35,
2021-01-26 5:00,0,4.561,95.7,-0.254,1005.093,97.07726,0.715,,53.3,15.88711,-13.24604,-18.2832,1.654,2.053,2.593,3.318,4.868,2.69,3.04,41.49,44.35,-0.01196
2021-01-26 5:30,0,4.559,95.6,-0.245,1005.15,126.106,0.969,,,,-13.13847,-17.37454,1.671,2.047,2.587,3.317,4.873,2.68,3.02,41.54,44.35,
2021-01-26 6:00,0,4.547,96.3,-0.389,1005.258,116.95218,0.902,,50.1,16.29318,-13.05867,-16.97619,1.674,2.044,2.576,3.313,4.872,2.66,3,41.54,44.35,-0.01005
2021-01-26 6:30,0,4.534,96.7,-0.49,1005.325,129.46062,0.767,,,,-12.95189,-16.63776,1.679,2.039,2.563,3.306,4.87,2.66,3,41.27,44.35,
2021-01-26 7:00,0,4.492,97,-0.668,1005.262,122.70597,0.885,,52.1,16.03462,-12.85344,-16.84946,1.668,2.035,2.555,3.299,4.869,2.65,2.99,41.43,44.35,-0.01263
2021-01-26 7:30,0,4.514,97.3,-0.642,1005.261,116.86714,0.699,,,,-12.963,-17.41118,1.636,2.013,2.541,3.285,4.859,2.64,2.99,41.32,44.35,
2021-01-26 8:00,0,4.499,96.7,-0.601,1005.369,132.81296,1.002,,43.1,17.34675,-13.04181,-17.20101,1.618,1.99,2.523,3.27,4.85,2.64,2.98,41.54,44.35,-0.01114
2021-01-26 8:30,0,4.45,96.8,-0.773,1005.503,107.8787,0.625,,,,-13.0039,-17.61448,1.597,1.978,2.509,3.262,4.848,2.61,2.97,41.1,44.35,
2021-01-26 9:00,0,4.45,96.1,-0.669,1005.41,225,0.734,,57.3,15.43249,-13.00896,-17.56661,1.589,1.964,2.499,3.254,4.845,2.61,2.96,41.21,44.35,-0.00671
2021-01-26 9:30,0,4.43,94.9,-0.553,1005.389,339.59012,0.724,,,,-12.78182,-16.13315,1.611,1.962,2.491,3.249,4.843,2.6,2.95,41.6,44.35,
2021-01-26 10:00,0,4.439,94.3,-0.433,1005.162,142.5582,0.836,,42.6,17.4324,-12.23237,-14.08865,1.66,1.976,2.484,3.241,4.84,2.59,2.95,41.32,44.7,0.0077
2021-01-26 10:30,0,4.533,92.5,0.152,1004.807,119.04899,1.062,,,,-11.69146,-13.18634,1.706,1.999,2.479,3.224,4.838,2.59,2.92,41.49,44.59,
2021-01-26 11:00,0,4.621,90.7,0.718,1004.874,134.76077,1.566,,42.3,17.48455,-11.22426,-12.36677,1.754,2.02,2.474,3.213,4.831,2.58,2.92,41.65,44.87,0.03407
2021-01-26 11:30,0,4.65,90.9,0.776,1004.877,173.03219,2.861,,,,-10.83691,-11.25696,1.827,2.062,2.494,3.215,4.83,2.59,2.93,41.76,44.3,
2021-01-26 12:00,0,4.714,91.8,0.833,1004.732,177.23286,1.966,,50.4,16.25334,-10.30191,-10.31872,1.877,2.096,2.498,3.203,4.817,2.59,2.92,41.27,44.35,0.03545
2021-01-26 12:30,0,4.787,92,1.024,1004.743,171.84878,2.002,,,,-9.77325,-9.6688,1.934,2.136,2.516,3.198,4.813,2.59,2.93,41.65,44.59,
2021-01-26 13:00,0,4.883,92.7,1.204,1004.664,172.52957,1.707,,51,16.17479,-9.05828,-8.86971,2.015,2.186,2.538,3.201,4.811,2.59,2.95,41.43,44.35,0.03851
2021-01-26 13:30,0,5.05,92.9,1.668,1004.167,173.34761,1.958,,,,-7.88164,-8.19948,2.101,2.243,2.56,3.201,4.808,2.6,2.95,41.54,44.07,
2021-01-26 14:00,0,5.131,92.4,1.982,1003.875,156.65414,2.176,,43,17.36376,-5.48001,-6.92607,2.217,2.314,2.592,3.201,4.804,2.64,2.97,41.49,44.87,0.05082
2021-01-26 14:30,0,5.199,91.4,2.337,1003.379,151.59958,2.161,,,,-3.09293,-6.46174,2.299,2.383,2.623,3.202,4.798,2.66,2.97,41.32,44.59,
2021-01-26 15:00,0.11,5.285,91.7,2.531,1002.788,172.58423,2.146,,53.1,15.91132,-2.25148,-6.30444,2.354,2.437,2.657,3.206,4.793,2.69,2.99,41.49,44.35,0.02631
2021-01-26 15:30,0,5.281,93.1,2.297,1002.424,173.51589,2.597,,,,-2.14486,-6.28815,2.393,2.48,2.69,3.216,4.791,2.74,3,41.21,44.3,
2021-01-26 16:00,0.21,5.333,94.3,2.252,1001.962,171.7742,3.057,,43.5,17.27935,-2.44812,-6.4418,2.407,2.506,2.714,3.215,4.781,2.77,3,41.49,44.3,0.01286
2021-01-26 16:30,0.23,5.447,96,2.3,1001.499,170.63213,3.107,,,,-2.98251,-6.61987,2.41,2.518,2.734,3.223,4.775,2.79,3.02,41.43,44.41,
2021-01-26 17:00,0.31,5.495,97.2,2.245,1001.152,165.31554,3.271,,35.1,18.93666,-3.5202,-6.75066,2.424,2.54,2.758,3.236,4.774,2.82,3.04,41.6,44.3,0.00572
2021-01-26 17:30,0.22,5.534,98.8,2.11,1001.053,175.8005,3.55,,,,-3.99526,-6.95289,2.428,2.553,2.777,3.25,4.773,2.84,3.05,41.21,44.3,
2021-01-26 18:00,0,5.585,99.9,2.082,1000.694,175.69086,3.462,,65,14.69081,-4.2666,-7.01749,2.437,2.566,2.787,3.259,4.768,2.85,3.06,41.27,44.3,0.00271
2021-01-26 18:30,0.23,5.572,99.9,2.048,1000.351,171.43495,3.298,,,,-4.35521,-6.98072,2.446,2.573,2.801,3.263,4.761,2.87,3.06,41.21,44.41,
2021-01-26 19:00,0.05,5.627,99.9,2.192,1000.089,169.78334,3.139,,47.9,16.59764,-4.39812,-6.93703,2.461,2.589,2.814,3.273,4.757,2.88,3.07,41.43,44.3,0.00224
2021-01-26 19:30,0,5.623,99.9,2.182,999.8139,173.18518,3.252,,,,-4.30503,-6.7477,2.486,2.607,2.833,3.287,4.758,2.9,3.09,41.82,44.35,
2021-01-26 20:00,0,5.589,99.9,2.093,999.3906,173.70332,3.07,,53.5,15.86306,-4.17898,-6.61616,2.502,2.625,2.845,3.293,4.753,2.92,3.1,41.65,44.35,
2021-01-26 20:30,0,5.612,99.9,2.152,999.0955,176.22852,3.204,,,,-4.08514,-6.49568,2.524,2.642,2.862,3.304,4.752,2.95,3.1,41.6,44.35,
2021-01-26 21:00,0,5.66,99.9,2.279,998.9161,183.46026,3.419,,73.5,14.02772,-4.01154,-6.35746,2.545,2.663,2.878,3.314,4.751,2.95,3.11,41.43,44.41,0.00209
2021-01-26 21:30,0,5.705,99.9,2.395,998.6316,175.11075,2.8,,,,-3.90896,-6.07403,2.565,2.679,2.889,3.319,4.746,2.97,3.12,40.94,44.35,
2021-01-26 22:00,0,5.735,99.9,2.474,998.5855,184.98919,2.635,,45.8,16.90999,-3.77806,-5.79214,2.594,2.702,2.904,3.332,4.746,2.98,3.13,41.6,44.41,0.00209
2021-01-26 22:30,0,5.713,99.9,2.416,998.2677,189.83655,2.601,,,,-3.63094,-5.49926,2.613,2.717,2.917,3.335,4.737,3,3.15,41.54,44.41,
2021-01-26 23:00,0,5.74,99.9,2.486,998.3672,172.38652,2.281,,59.3,15.22438,-3.5041,-5.23519,2.64,2.739,2.93,3.341,4.733,3.01,3.16,41.82,44.41,0.00195
2021-01-26 23:30,0,5.78,99.9,2.59,998.5771,185.79589,1.132,,,,-3.39693,-4.9893,2.67,2.759,2.948,3.352,4.732,3.05,3.17,41.65,44.41,
2021-01-27 0:00,0,5.786,99.9,2.604,998.7538,229.14462,0.686,,57.9,15.3688,-3.28498,-4.81177,2.7,2.787,2.964,3.363,4.73,3.06,3.17,41.43,44.41,0.00216
2021-01-27 0:30,0,5.747,99.9,2.504,998.5272,226.27303,1.037,,,,-2.63993,-4.06499,2.603,2.706,2.922,3.366,4.724,3.08,3.2,41.87,44.53,
2021-01-27 1:00,0,5.747,99.9,2.503,998.3399,210.23284,0.559,,67.6,14.47289,-2.66354,-4.00202,2.744,2.829,2.998,3.378,4.724,3.1,3.2,41.32,44.41,0.00175
2021-01-27 1:30,0,5.77,99.9,2.564,998.16,222.90657,0.623,,,,-2.90336,-4.31704,2.766,2.847,3.012,3.386,4.721,3.11,3.2,41.76,44.53,
2021-01-27 2:00,0,5.779,99.9,2.586,998.1144,238.6367,1.383,,53.2,15.8992,-2.97924,-4.45243,2.784,2.867,3.029,3.396,4.72,3.12,3.23,41.76,44.53,0.00186
2021-01-27 2:30,0,5.721,99.9,2.438,998.245,309.68545,0.52,,,,-3.01319,-4.59567,2.805,2.883,3.045,3.407,4.719,3.13,3.23,41.87,44.53,
2021-01-27 3:00,0,5.612,99.9,2.153,998.4194,235.41383,0.339,,41.4,17.64453,-3.02239,-4.54853,2.827,2.905,3.062,3.419,4.719,3.15,3.25,41.6,44.53,0.002
2021-01-27 3:30,0,5.567,99.9,2.033,998.1955,231.83019,0.703,,,,-3.0752,-4.59565,2.83,2.914,3.072,3.42,4.712,3.17,3.27,41.49,44.53,
2021-01-27 4:00,0,5.51,99.9,1.881,998.2977,212.49233,0.696,,,,-3.20826,-4.43548,2.832,2.925,3.085,3.43,4.712,3.17,3.28,41.87,44.53,0.00181
2021-01-27 4:30,0,5.404,99.9,1.596,998.4222,205.7864,0.658,,,,-3.38515,-4.59129,2.827,2.93,3.099,3.444,4.711,3.2,3.29,41.71,44.41,
2021-01-27 5:00,0,5.226,99.9,1.103,998.5916,272.10551,0.397,,45.9,16.8946,-3.80462,-6.16118,2.814,2.927,3.103,3.448,4.708,3.2,3.3,41.49,44.41,0.00199
2021-01-27 5:30,0,5.125,99.9,0.817,998.376,87.72454,0.471,,,,-4.41892,-7.11841,2.79,2.922,3.109,3.457,4.705,3.21,3.31,41.65,44.53,
2021-01-27 6:00,0,5.56,99.9,2.016,998.6044,61.52089,0.614,,45.8,16.90999,-5.35932,-8.85876,2.732,2.899,3.108,3.462,4.701,3.2,3.33,41.65,44.41,0.00219
2021-01-27 6:30,0,5.663,99.9,2.286,998.7899,269.161,1.482,,,,-6.38603,-8.5982,2.686,2.869,3.106,3.469,4.7,3.2,3.33,41.49,44.41,
2021-01-27 7:00,0,5.863,99.9,2.801,998.6077,273.2282,1.375,,55,15.68724,-6.87975,-8.20926,2.671,2.852,3.099,3.475,4.7,3.2,3.35,41.76,44.53,0.00394
2021-01-27 7:30,0,5.663,99.9,2.286,998.8149,261.62399,1.544,,,,-6.68761,-7.06504,2.686,2.851,3.096,3.482,4.703,3.2,3.35,41.49,44.41,
2021-01-27 8:00,0,5.681,99.9,2.332,999.3188,259.55824,1.46,,35.7,18.7988,-5.98021,-6.28769,2.707,2.854,3.093,3.484,4.699,3.2,3.34,41.6,44.59,0.00379
2021-01-27 8:30,0,6.26,99.9,3.779,999.6455,258.47934,1.159,,,,-5.21363,-5.6185,2.75,2.877,3.102,3.492,4.703,3.2,3.35,41.82,44.53,
2021-01-27 9:00,0,6.125,99.9,3.452,999.6644,268.8888,0.983,,50.8,16.2008,-4.30074,-4.6924,2.813,2.908,3.111,3.497,4.703,3.2,3.35,41.82,44.53,0.01065
2021-01-27 9:30,0,5.899,99.9,2.891,999.6455,255.76935,1.067,,,,-3.16961,-3.8617,2.875,2.948,3.129,3.505,4.706,3.22,3.35,41.65,44.41,
2021-01-27 10:00,0,6.045,99.9,3.257,999.81,227.02732,0.738,,53.4,15.87507,-1.97353,-3.16485,2.944,2.991,3.143,3.507,4.704,3.25,3.36,41.6,44.41,0.02551
2021-01-27 10:30,0,6.225,99.9,3.695,1000.155,249.91907,0.72,,,,-0.44357,-2.02841,3.031,3.04,3.163,3.508,4.699,3.27,3.37,42.15,44.53,
2021-01-27 11:00,0,6.519,99.9,4.388,1000.552,229.01752,0.587,,42.3,17.48455,1.8327,-0.71217,3.152,3.112,3.191,3.514,4.699,3.29,3.4,42.09,44.76,0.05659
2021-01-27 11:30,0,6.768,99.9,4.952,1000.824,175.76361,0.515,,,,4.6724,0.95569,3.302,3.203,3.232,3.524,4.701,3.32,3.4,41.6,44.59,
2021-01-27 12:00,0,6.805,99.9,5.036,1000.855,206.60435,0.743,,54.1,15.79177,7.5063,2.24339,3.465,3.31,3.276,3.535,4.699,3.37,3.45,42.15,44.82,0.07088
2021-01-27 12:30,0,7.195,99.9,5.882,1000.901,214.45364,0.706,,,,8.7782,3.20547,3.634,3.419,3.329,3.538,4.694,3.43,3.47,41.76,44.7,
2021-01-27 13:00,0,7.31,99.9,6.123,1000.774,207.23909,1.013,,39.4,18.02022,10.03119,4.64188,3.848,3.564,3.397,3.56,4.696,3.47,3.5,41.65,44.76,0.09277
2021-01-27 13:30,0,7.528,99.9,6.573,1000.824,202.97421,0.817,,,,11.64667,6.18856,4.029,3.705,3.473,3.577,4.694,3.55,3.55,41.54,44.64,
2021-01-27 14:00,0,7.647,99.1,6.938,1000.9,199.11521,0.983,,40,17.90446,13.48522,7.5539,4.199,3.841,3.553,3.599,4.692,3.59,3.6,41.54,44.53,0.07796
2021-01-27 14:30,0,7.564,97.4,7.036,1000.954,205.88171,0.749,,,,14.03012,8.17424,4.299,3.955,3.633,3.625,4.689,3.66,3.67,41.71,44.59,
2021-01-27 15:00,0,7.431,95,7.147,1000.9,211.6707,0.694,,40.4,17.82877,13.79515,8.52716,4.358,4.042,3.711,3.656,4.69,3.72,3.73,41.6,44.18,0.05129
2021-01-27 15:30,0,7.155,90,7.398,1000.9,258.64299,0.906,,,,12.32026,8.4041,4.359,4.094,3.778,3.688,4.688,3.79,3.79,41.54,45.11,
2021-01-27 16:00,0,7.091,92.4,6.853,1000.967,321.27307,0.731,,43.9,17.21292,9.8727,7.49538,4.342,4.126,3.841,3.731,4.694,3.84,3.84,41.65,44.99,0.0286
2021-01-27 16:30,0,7.064,95,6.369,1001.069,331.29405,0.431,,,,7.33282,5.97276,4.281,4.126,3.887,3.77,4.697,3.89,3.89,41.49,44.35,
2021-01-27 17:00,0,6.929,96.9,5.772,1001.158,343.81079,0.577,,43.7,17.24602,5.29205,4.92047,4.224,4.111,3.92,3.807,4.7,3.91,3.93,41.76,44.41,0.00146
2021-01-27 17:30,0,7.023,97,5.963,1001.226,353.79177,1.311,,,,3.79028,3.98588,4.171,4.091,3.941,3.839,4.7,3.94,3.96,41.49,44.35,
2021-01-27 18:00,0,7.046,96.7,6.059,1001.416,12.54244,0.966,,41.4,17.64453,2.70666,3.65621,4.134,4.077,3.956,3.873,4.703,3.96,3.99,41.71,44.41,5.50E-04
2021-01-27 18:30,0,6.897,97.7,5.577,1001.51,30.68053,1.366,,,,2.40653,3.70553,4.127,4.066,3.966,3.9,4.706,3.98,4.02,42.15,44.41,
2021-01-27 19:00,0,6.868,99.1,5.297,1001.607,35.61338,1.556,,46.5,16.80337,2.26965,3.29834,4.12,4.065,3.979,3.925,4.706,4.01,4.04,41.71,44.53,-4.30E-04
2021-01-27 19:30,0,6.74,98.6,5.089,1001.454,46.19467,1.488,,,,2.04093,2.72115,4.116,4.068,3.995,3.951,4.71,4.01,4.06,41.65,44.41,
2021-01-27 20:00,0,6.7,98.7,4.982,1001.253,37.86021,1.764,,42.3,17.48455,1.7155,2.09166,4.108,4.068,4.002,3.966,4.71,4.04,4.07,42.09,44.41,-2.50E-04
2021-01-27 20:30,0,6.702,99.7,4.834,1001.164,32.63751,1.66,,,,1.37825,1.58968,4.107,4.073,4.019,3.993,4.717,4.05,4.09,41.93,44.41,
2021-01-27 21:00,0,6.705,99.9,4.812,1001.191,34.42548,1.673,,38.8,18.13873,1.07328,1.16204,4.099,4.073,4.026,4.009,4.718,4.06,4.09,42.15,44.41,-8.20E-04
2021-01-27 21:30,0,6.673,99.7,4.769,1000.996,32.66245,1.677,,,,0.80107,0.81695,4.089,4.071,4.033,4.025,4.719,4.07,4.11,41.76,44.41,
2021-01-27 22:00,0,6.664,100,4.704,1000.513,30.21211,1.624,,37.4,18.42651,0.56367,0.51312,4.082,4.07,4.041,4.041,4.722,4.09,4.13,41.87,44.41,-4.90E-04
2021-01-27 22:30,0,6.63,100,4.627,1000.328,39.56435,1.704,,,,0.36562,0.20733,4.077,4.066,4.046,4.054,4.725,4.09,4.14,41.87,44.41,
2021-01-27 23:00,0,6.592,99.7,4.584,999.8894,32.76923,1.565,,44.1,17.18006,0.15196,-0.10789,4.072,4.067,4.053,4.07,4.731,4.11,4.14,41.82,44.41,-9.00E-05
2021-01-27 23:30,0,6.548,98.7,4.636,999.536,28.38403,1.869,,,,-0.03933,-0.37163,4.069,4.069,4.062,4.091,4.74,4.11,4.15,41.87,44.35,
2021-01-28 0:00,0,6.501,98.2,4.605,999.0971,31.64278,1.889,,39.5,18.00074,-0.19754,-0.63654,4.064,4.067,4.067,4.099,4.743,4.11,4.16,41.87,44.35,0.00139
2021-01-28 0:30,0,6.477,97.4,4.671,998.3989,29.71334,2.082,,,,0.17402,-0.2983,3.935,3.962,4.011,4.105,4.741,4.14,4.17,42.04,44.41,
2021-01-28 1:00,0,6.455,96.4,4.777,997.7344,37.45507,2.453,,44.4,17.13121,-0.03909,-0.41863,4.05,4.061,4.069,4.116,4.745,4.13,4.18,41.87,44.41,0.00258
2021-01-28 1:30,0.1,6.396,94.7,4.907,996.9766,45.08493,2.514,,,,-0.38879,-0.74702,4.052,4.065,4.079,4.131,4.754,4.14,4.19,41.54,44.41,
2021-01-28 2:00,0.27,6.395,95.8,4.729,996.3766,59.95241,2.237,,38.9,18.11878,-0.50484,-0.88026,4.06,4.074,4.092,4.149,4.767,4.15,4.19,41.49,44.41,0.00403
